Date,vv_value,Soil_Moisture
2016-05-27,-7.279974,0.37780271885183037
2016-05-15,-7.10377,0.38745540315939425
2016-06-08,-7.286957,0.37742018102908104
2016-07-14,-6.6548266,0.41204910654958055
2016-07-02,-6.5535865,0.41759517091001613
2016-08-07,-9.399233,0.26170695432342267
2016-08-19,-7.518042,0.36476104415810534
2016-07-26,-6.5382633,0.4184345957368173
2016-09-12,-6.5305815,0.4188554147324918
2016-09-24,-12.568726,0.08807800524148582
2016-10-06,-12.938186,0.06783850588691635
2016-08-31,-5.907842,0.4529698945362998
2016-11-11,-10.799225,0.185013571601606
2016-10-18,-10.815556,0.18411893817996497
2016-11-23,-10.854709,0.18197408591387546
2017-01-10,-14.1765375,0.0
2017-01-22,-5.492109,0.4757442890179033
2016-12-17,-7.8073416,0.3489128357797229
2016-12-29,-8.445528,0.3139521547022179
2016-10-30,-9.199505,0.2726483139485227
2016-12-05,-10.274427,0.21376268864344908
2017-02-03,-11.040242,0.17181034685213312
2017-02-27,-10.550571,0.1986351611444824
2017-03-11,-10.671832,0.19199232584097334
2017-03-23,-8.430624,0.31476861520776783
2017-04-28,-6.215477,0.43611724909716443
2017-05-10,-8.76633,0.29637820387683866
2017-05-22,-8.31263,0.32123248000190807
2017-04-04,-8.79888,0.29459507253923445
2017-04-16,-9.320049,0.26604475683761164
2017-06-27,-8.03078,0.3366725896026373
2017-06-03,-7.408277,0.37077411362883106
2017-06-15,-12.065501,0.11564532528344766
2017-08-14,-9.713592,0.2444859594184178
2017-08-02,-8.427023,0.3149658826715685
2017-07-09,-8.329428,0.3203122637128428
2017-09-07,-5.2289495,0.49016050871800293
2017-08-26,-6.1656823,0.43884506753085406
2017-07-21,-9.169492,0.27429246512626504
2017-10-01,-6.259921,0.4336825489691005
2017-09-19,-9.373892,0.26309516726432064
2017-10-25,-5.9999933,0.4479217264616159
2017-11-06,-3.9231317,0.5616949062719608
2017-11-30,-7.951063,0.3410395905500963
2017-11-18,-9.331668,0.26540825290484277
2017-10-13,-8.040776,0.33612499572089566
2017-12-12,-7.2735267,0.3781559103317977
2018-01-17,-6.9149103,0.3978013831741568
2017-12-24,-10.66796,0.1922044390372622
2018-02-10,-6.9082274,0.3981674811285677
2018-03-06,-6.835158,0.4021703179015304
2018-01-05,-11.123847,0.16723035620757407
2018-02-22,-10.866128,0.18134853824124558
2018-01-29,-9.163836,0.2746023081629928
2018-03-30,-6.709626,0.40904712414030536
2018-04-11,-7.0440297,0.39072805449727055
2018-03-18,-6.214285,0.4361825484075922
2018-05-05,-7.7337766,0.3529428221653097
2018-05-17,-8.763021,0.2965594752008366
2018-04-23,-4.461434,0.5322060061111499
2018-06-22,-7.145818,0.38515195902779426
2018-07-16,-7.9143605,0.3430502012388342
2018-07-04,-10.717631,0.18948339705046843
2018-06-10,-4.2595816,0.5432637431314452
2018-08-09,-7.125411,0.3862698810310658
2018-07-28,-7.4189587,0.3701889562092032
2018-08-21,-8.939192,0.2869085986761956
2018-09-02,-8.888536,0.2896836002441734
2018-10-08,-4.802724,0.5135096959971429
2018-11-01,-5.6959524,0.46457748242792535
2018-09-26,-0.32560113,0.758772310184587
2018-12-07,-4.235368,0.5445901956339402
2018-09-14,-11.108549,0.16806840054559766
2018-10-20,-6.5874786,0.41573851758874997
2018-08-21,-7.2525935,0.37930265825549464
2018-05-29,-2.772749,0.6247143668743479
2018-12-31,-11.06074,0.17068743975049838
2019-01-12,-4.7417703,0.5168488189652818
2019-10-27,-5.886324,0.45414867856464286
2019-01-24,-8.752621,0.2971292007280588
2019-02-05,-8.1093855,0.33236647807090014
2019-11-20,-8.004767,0.33809761557760193
2019-11-08,-11.405386,0.15180728359136084
2019-12-14,-5.149682,0.49450288547079985
2019-12-02,-7.106045,0.3873307757003144
2019-03-31,-9.103666,0.2778984990257775
2019-02-23,-9.279728,0.26825359366291224
2019-02-11,-9.657343,0.24756735280117967
2019-03-07,-10.505596,0.201098950143215
2016-12-18,-7.8204303,0.34819581976932346
2019-03-19,-7.612085,0.35960924629689767
2019-12-26,-6.6696687,0.4112360370065435
2019-06-23,-8.793297,0.2949009165410115
2019-06-11,-11.112613,0.16784576933957543
2019-04-12,-9.88985,0.23483031692061646
2019-05-06,-1.01973,0.7207470278364221
2019-05-30,-6.2305846,0.435289635118793
2019-07-05,-11.225231,0.16167640881796844
2019-04-24,-3.377626,0.5915784180541943
2019-05-18,4.0778666,1.0
2019-07-29,-9.312258,0.266471557951322
2019-07-17,-12.518818,0.09081203039654417
2019-08-10,-7.934697,0.3419361413172616
2019-09-03,-9.913229,0.23354958489168104
2019-09-15,-9.091705,0.27855373816338386
2019-10-09,-3.0595963,0.6090004986796582
2019-09-27,-7.921007,0.34268609732376853
2019-08-22,-8.413929,0.31568318902286163
2019-10-21,-4.977389,0.5039413201113477
2019-11-26,-5.4261694,0.4793565460731746
2019-11-02,-3.5799906,0.5804926220516833
2019-11-14,-5.8889017,0.4540074688058428
2019-12-08,-5.0124927,0.5020182937661601
2019-12-20,-7.811698,0.3486741865213776
